time;gFx;gFy;gFz;TgF
3,300000;-0,2749;0,5385;0,8009;1,003
3,302000;-0,2707;0,5431;0,7999;1,004
3,304000;-0,2631;0,5541;0,8009;1,009
3,307000;-0,2560;0,5651;0,8009;1,013
3,308000;-0,2509;0,5705;0,8018;1,016
3,310000;-0,2421;0,5785;0,7974;1,015
3,312000;-0,2338;0,5817;0,7882;1,007
3,314000;-0,2338;0,5822;0,7823;1,003
3,316000;-0,2336;0,5822;0,7723;0,995
3,318000;-0,2321;0,5766;0,7645;0,985
3,320000;-0,2319;0,5732;0,7603;0,980
3,323000;-0,2314;0,5663;0,7508;0,968
3,324000;-0,2336;0,5558;0,7452;0,959
3,325000;-0,2360;0,5502;0,7410;0,953
3,327000;-0,2414;0,5394;0,7334;0,942
3,330000;-0,2446;0,5277;0,7256;0,930
3,332000;-0,2472;0,5241;0,7227;0,926
3,334000;-0,2534;0,5165;0,7156;0,918
3,336000;-0,2575;0,5096;0,7085;0,910
3,339000;-0,2604;0,5070;0,7051;0,907
3,342000;-0,2661;0,5033;0,7004;0,903
3,343000;-0,2712;0,5055;0,6958;0,902
3,344000;-0,2734;0,5074;0,6939;0,902
3,346000;-0,2805;0,5126;0,6926;0,906
3,348000;-0,2861;0,5143;0,6941;0,910
3,350000;-0,2898;0,5148;0,6946;0,912
3,352000;-0,2942;0,5175;0,6965;0,916
3,354000;-0,3005;0,5162;0,7000;0,920
3,359000;-0,3034;0,5155;0,7014;0,922
3,360000;-0,3137;0,5170;0,7009;0,926
3,360000;-0,3166;0,5177;0,7019;0,928
3,362000;-0,3179;0,5177;0,7046;0,930
3,364000;-0,3193;0,5184;0,7066;0,933
3,366000;-0,3196;0,5170;0,7063;0,932
3,368000;-0,3201;0,5150;0,7058;0,931
3,370000;-0,3210;0,5131;0,7061;0,930
3,372000;-0,3181;0,5030;0,7012;0,920
3,374000;-0,3215;0,4986;0,6968;0,915
3,376000;-0,3242;0,4928;0,6997;0,915
3,378000;-0,3296;0,4916;0,7088;0,923
3,380000;-0,3335;0,4918;0,7227;0,936
3,382000;-0,3330;0,4938;0,7295;0,942
3,384000;-0,3301;0,4935;0,7364;0,946
3,386000;-0,3235;0,4942;0,7388;0,946
3,388000;-0,3198;0,4955;0,7410;0,947
3,390000;-0,3137;0,4947;0,7459;0,948
3,398000;-0,3083;0,4933;0,7498;0,949
3,398000;-0,3039;0,4884;0,7503;0,945
3,398000;-0,2961;0,4784;0,7395;0,929
3,398000;-0,2932;0,4715;0,7344;0,921
3,400000;-0,2929;0,4708;0,7366;0,922
3,402000;-0,2898;0,4735;0,7466;0,930
3,404000;-0,2839;0,4757;0,7540;0,936
3,406000;-0,2810;0,4762;0,7554;0,936
3,408000;-0,2717;0,4759;0,7566;0,934
3,410000;-0,2592;0,4759;0,7564;0,931
3,412000;-0,2548;0,4762;0,7571;0,930
3,414000;-0,2458;0,4767;0,7598;0,930
3,416000;-0,2397;0,4745;0,7645;0,931
3,419000;-0,2365;0,4730;0,7657;0,931
3,420000;-0,2365;0,4723;0,7657;0,930
3,422000;-0,2345;0,4674;0,7649;0,927
3,424000;-0,2328;0,4647;0,7647;0,925
3,426000;-0,2353;0,4627;0,7630;0,923
3,428000;-0,2392;0,4586;0,7627;0,922
3,430000;-0,2397;0,4571;0,7637;0,922
3,432000;-0,2414;0,4539;0,7647;0,921
3,434000;-0,2441;0,4503;0,7623;0,918
3,436000;-0,2460;0,4490;0,7627;0,919
3,438000;-0,2507;0,4466;0,7647;0,920
3,441000;-0,2573;0,4451;0,7667;0,923
3,442000;-0,2597;0,4459;0,7674;0,925
3,444000;-0,2612;0,4451;0,7706;0,927
3,446000;-0,2636;0,4476;0,7720;0,931
3,449000;-0,2639;0,4483;0,7708;0,930
3,450000;-0,2656;0,4505;0,7703;0,931
3,452000;-0,2661;0,4520;0,7720;0,933
3,454000;-0,2663;0,4532;0,7737;0,935
3,456000;-0,2690;0,4593;0,7764;0,941
3,459000;-0,2705;0,4637;0,7745;0,942
3,460000;-0,2705;0,4635;0,7747;0,942
3,462000;-0,2695;0,4657;0,7755;0,944
3,464000;-0,2668;0,4701;0,7762;0,946
3,466000;-0,2675;0,4703;0,7762;0,946
3,468000;-0,2690;0,4710;0,7757;0,947
3,470000;-0,2683;0,4718;0,7759;0,947
3,472000;-0,2697;0,4715;0,7752;0,947
3,474000;-0,2727;0,4727;0,7752;0,948
3,476000;-0,2766;0,4725;0,7791;0,952
3,479000;-0,2768;0,4718;0,7823;0,955
3,480000;-0,2763;0,4720;0,7833;0,955
3,482000;-0,2761;0,4718;0,7806;0,953
3,484000;-0,2768;0,4723;0,7818;0,954
3,486000;-0,2778;0,4708;0,7879;0,959
3,488000;-0,2751;0,4693;0,7967;0,965
3,490000;-0,2731;0,4686;0,8035;0,969
3,492000;-0,2692;0,4671;0,8116;0,974
3,494000;-0,2641;0,4679;0,8158;0,977
3,496000;-0,2619;0,4671;0,8180;0,978
3,498000;-0,2590;0,4669;0,8280;0,985
3,500000;-0,2553;0,4683;0,8380;0,993
3,502000;-0,2541;0,4671;0,8429;0,997
3,504000;-0,2514;0,4652;0,8507;1,002
3,506000;-0,2494;0,4649;0,8575;1,007
3,508000;-0,2482;0,4652;0,8607;1,009
3,510000;-0,2465;0,4649;0,8710;1,018
3,512000;-0,2490;0,4659;0,8790;1,026
3,514000;-0,2502;0,4664;0,8834;1,030
3,516000;-0,2494;0,4662;0,8935;1,038
3,518000;-0,2531;0,4679;0,9020;1,047
3,520000;-0,2553;0,4693;0,9044;1,050
3,522000;-0,2597;0,4730;0,9113;1,059
3,526000;-0,2646;0,4759;0,9191;1,068
3,527000;-0,2665;0,4793;0,9225;1,073
3,530000;-0,2719;0,4825;0,9286;1,081
3,530000;-0,2768;0,4867;0,9313;1,087
3,532000;-0,2785;0,4874;0,9323;1,088
3,534000;-0,2822;0,4872;0,9350;1,091
3,536000;-0,2836;0,4872;0,9369;1,093
3,539000;-0,2871;0,4874;0,9387;1,096
3,540000;-0,2888;0,4879;0,9391;1,097
3,543000;-0,2915;0,4881;0,9401;1,099
3,544000;-0,2915;0,4881;0,9399;1,098
3,546000;-0,2900;0,4864;0,9406;1,098
3,548000;-0,2880;0,4859;0,9406;1,097
3,550000;-0,2871;0,4867;0,9401;1,097
3,552000;-0,2844;0,4867;0,9387;1,095
3,554000;-0,2810;0,4869;0,9382;1,094
3,556000;-0,2795;0,4877;0,9387;1,094
3,558000;-0,2778;0,4886;0,9391;1,094
3,560000;-0,2736;0,4872;0,9379;1,092
3,562000;-0,2709;0,4872;0,9357;1,089
3,564000;-0,2673;0,4877;0,9316;1,085
3,566000;-0,2653;0,4881;0,9294;1,083
3,568000;-0,2646;0,4874;0,9279;1,081
3,570000;-0,2629;0,4889;0,9238;1,078
3,572000;-0,2614;0,4884;0,9208;1,075
3,575000;-0,2619;0,4886;0,9181;1,073
3,576000;-0,2626;0,4864;0,9118;1,066
3,578000;-0,2634;0,4815;0,9069;1,060
3,580000;-0,2636;0,4803;0,9054;1,058
3,582000;-0,2631;0,4789;0,9010;1,054
3,584000;-0,2624;0,4791;0,8983;1,051
3,586000;-0,2607;0,4779;0,8957;1,048
3,588000;-0,2563;0,4762;0,8947;1,045
3,590000;-0,2526;0,4740;0,8910;1,040
3,592000;-0,2512;0,4740;0,8888;1,038
3,594000;-0,2475;0,4752;0,8832;1,033
3,596000;-0,2416;0,4749;0,8756;1,025
3,599000;-0,2380;0,4740;0,8739;1,022
3,599000;-0,2370;0,4752;0,8732;1,022
3,601000;-0,2365;0,4759;0,8695;1,019
3,604000;-0,2370;0,4764;0,8678;1,018
3,606000;-0,2394;0,4774;0,8646;1,016
3,608000;-0,2419;0,4803;0,8602;1,014
3,609000;-0,2443;0,4806;0,8593;1,014
3,612000;-0,2502;0,4828;0,8571;1,015
3,614000;-0,2563;0,4852;0,8553;1,016
3,616000;-0,2587;0,4869;0,8546;1,017
3,618000;-0,2619;0,4886;0,8509;1,016
3,620000;-0,2658;0,4898;0,8487;1,015
3,622000;-0,2683;0,4898;0,8478;1,015
3,625000;-0,2744;0,4891;0,8463;1,015
3,626000;-0,2827;0,4891;0,8461;1,017
3,628000;-0,2854;0,4881;0,8446;1,016
3,630000;-0,2890;0,4872;0,8434;1,016
3,632000;-0,2912;0,4884;0,8461;1,019
3,634000;-0,2924;0,4877;0,8483;1,021
3,636000;-0,2942;0,4842;0,8512;1,023
3,638000;-0,2929;0,4813;0,8534;1,023
3,640000;-0,2927;0,4815;0,8549;1,024
3,642000;-0,2900;0,4789;0,8573;1,024
3,644000;-0,2883;0,4784;0,8593;1,025
3,646000;-0,2890;0,4774;0,8610;1,026
3,649000;-0,2893;0,4740;0,8619;1,025
3,650000;-0,2858;0,4737;0,8627;1,025
3,652000;-0,2844;0,4740;0,8632;1,025
3,654000;-0,2822;0,4725;0,8634;1,024
3,656000;-0,2812;0,4710;0,8654;1,025
3,659000;-0,2805;0,4710;0,8656;1,025
3,660000;-0,2810;0,4705;0,8656;1,025
3,662000;-0,2827;0,4696;0,8639;1,023
3,664000;-0,2832;0,4676;0,8636;1,022
3,666000;-0,2854;0,4652;0,8639;1,022
3,668000;-0,2868;0,4644;0,8651;1,023
3,670000;-0,2871;0,4637;0,8651;1,023
3,672000;-0,2878;0,4640;0,8646;1,023
3,674000;-0,2915;0,4640;0,8676;1,026
3,676000;-0,2915;0,4637;0,8683;1,027
3,678000;-0,2915;0,4632;0,8720;1,029
3,680000;-0,2937;0,4635;0,8744;1,032
3,682000;-0,2949;0,4642;0,8766;1,035
3,684000;-0,3003;0,4642;0,8776;1,037
3,686000;-0,3027;0,4637;0,8793;1,039
3,688000;-0,3039;0,4625;0,8790;1,039
3,690000;-0,3105;0,4603;0,8773;1,038
3,694000;-0,3142;0,4591;0,8773;1,039
3,694000;-0,3181;0,4588;0,8768;1,039
3,696000;-0,3191;0,4552;0,8729;1,035
3,697000;-0,3210;0,4481;0,8722;1,032
3,699000;-0,3218;0,4449;0,8710;1,030
3,702000;-0,3222;0,4376;0,8695;1,025
3,704000;-0,3188;0,4341;0,8673;1,021
3,706000;-0,3159;0,4351;0,8698;1,023
3,708000;-0,3154;0,4339;0,8768;1,028
3,710000;-0,3132;0,4339;0,8859;1,035
3,712000;-0,3091;0,4351;0,8939;1,041
3,714000;-0,3061;0,4371;0,8959;1,043
3,716000;-0,3015;0,4363;0,8939;1,039
3,719000;-0,2976;0,4356;0,8908;1,035
3,720000;-0,2944;0,4361;0,8910;1,035
3,722000;-0,2880;0,4349;0,8903;1,032
3,725000;-0,2795;0,4337;0,8898;1,029
3,726000;-0,2763;0,4341;0,8900;1,028
3,728000;-0,2702;0,4334;0,8895;1,026
3,730000;-0,2624;0,4324;0,8844;1,019
3,732000;-0,2602;0,4307;0,8822;1,016
3,734000;-0,2582;0,4300;0,8825;1,015
3,736000;-0,2582;0,4275;0,8842;1,016
3,738000;-0,2573;0,4271;0,8854;1,016
3,740000;-0,2570;0,4263;0,8849;1,015
3,742000;-0,2553;0,4244;0,8864;1,015
3,744000;-0,2560;0,4227;0,8869;1,015
3,746000;-0,2548;0,4200;0,8829;1,010
3,748000;-0,2516;0,4192;0,8808;1,007
3,750000;-0,2507;0,4192;0,8790;1,006
3,752000;-0,2475;0,4190;0,8790;1,005
3,754000;-0,2443;0,4175;0,8746;1,000
3,756000;-0,2433;0,4173;0,8727;0,997
3,758000;-0,2411;0,4163;0,8707;0,995
3,760000;-0,2419;0,4153;0,8698;0,994
3,762000;-0,2428;0,4156;0,8693;0,994
3,764000;-0,2448;0,4175;0,8663;0,992
3,766000;-0,2470;0,4170;0,8634;0,990
3,768000;-0,2482;0,4170;0,8612;0,989
3,770000;-0,2502;0,4190;0,8597;0,989
3,772000;-0,2548;0,4183;0,8571;0,987
3,774000;-0,2563;0,4188;0,8571;0,988
3,776000;-0,2614;0,4188;0,8558;0,988
3,779000;-0,2634;0,4200;0,8549;0,988
3,780000;-0,2643;0,4195;0,8541;0,988
3,782000;-0,2683;0,4217;0,8527;0,988
3,784000;-0,2697;0,4236;0,8527;0,990
3,785000;-0,2697;0,4246;0,8522;0,990
3,787000;-0,2709;0,4278;0,8487;0,988
3,790000;-0,2719;0,4278;0,8463;0,986
3,792000;-0,2722;0,4280;0,8453;0,986
3,794000;-0,2712;0,4290;0,8446;0,985
3,796000;-0,2712;0,4295;0,8446;0,986
3,798000;-0,2717;0,4290;0,8446;0,985
3,800000;-0,2719;0,4305;0,8448;0,986
3,802000;-0,2744;0,4278;0,8448;0,986
3,803000;-0,2749;0,4278;0,8446;0,986
3,806000;-0,2775;0,4239;0,8431;0,984
3,809000;-0,2797;0,4190;0,8404;0,980
3,810000;-0,2802;0,4175;0,8375;0,977
3,812000;-0,2805;0,4178;0,8360;0,976
3,814000;-0,2785;0,4222;0,8424;0,983
3,816000;-0,2775;0,4254;0,8443;0,985
3,818000;-0,2734;0,4288;0,8478;0,989
3,819000;-0,2697;0,4305;0,8495;0,990
3,822000;-0,2673;0,4319;0,8483;0,989
3,826000;-0,2653;0,4317;0,8514;0,991
3,826000;-0,2643;0,4271;0,8483;0,986
3,828000;-0,2636;0,4258;0,8468;0,984
3,829000;-0,2614;0,4236;0,8514;0,986
3,832000;-0,2597;0,4202;0,8583;0,990
3,834000;-0,2590;0,4180;0,8622;0,993
3,836000;-0,2570;0,4146;0,8685;0,996
3,839000;-0,2534;0,4112;0,8724;0,997
3,841000;-0,2534;0,4109;0,8749;0,999
3,842000;-0,2472;0,4112;0,8786;1,001
3,844000;-0,2419;0,4112;0,8788;1,000
3,846000;-0,2392;0,4119;0,8776;0,999
3,848000;-0,2338;0,4117;0,8766;0,996
3,850000;-0,2294;0,4087;0,8829;1,000
3,851000;-0,2282;0,4073;0,8864;1,002
3,854000;-0,2255;0,4026;0,8903;1,003
3,856000;-0,2235;0,4004;0,8966;1,007
3,858000;-0,2223;0,4002;0,8979;1,008
3,860000;-0,2216;0,3973;0,8979;1,007
3,862000;-0,2245;0,3980;0,8986;1,008
3,864000;-0,2221;0,4002;0,9018;1,011
3,866000;-0,2179;0,4026;0,9106;1,019
3,868000;-0,2172;0,4056;0,9167;1,026
3,870000;-0,2165;0,4063;0,9198;1,029
3,872000;-0,2177;0,4075;0,9245;1,034
3,875000;-0,2196;0,4085;0,9264;1,036
3,876000;-0,2204;0,4082;0,9267;1,036
3,878000;-0,2238;0,4090;0,9267;1,037
3,880000;-0,2292;0,4114;0,9269;1,040
3,882000;-0,2328;0,4107;0,9262;1,040
3,884000;-0,2441;0,4102;0,9228;1,039
3,886000;-0,2536;0,4090;0,9167;1,035
3,887000;-0,2582;0,4090;0,9145;1,035
3,890000;-0,2687;0,4095;0,9103;1,034
3,892000;-0,2790;0,4097;0,9064;1,033
3,894000;-0,2824;0,4104;0,9042;1,032
3,896000;-0,2885;0,4119;0,8996;1,031
3,899000;-0,2959;0,4175;0,8930;1,029
3,900000;-0,2959;0,4175;0,8930;1,029
3,902000;-0,3008;0,4205;0,8888;1,028
3,904000;-0,2995;0,4251;0,8820;1,024
3,906000;-0,2981;0,4278;0,8786;1,022
3,908000;-0,2981;0,4307;0,8751;1,020
3,910000;-0,2961;0,4339;0,8737;1,019
3,912000;-0,2949;0,4363;0,8720;1,019
3,914000;-0,2905;0,4368;0,8671;1,013
3,916000;-0,2868;0,4395;0,8605;1,008
3,918000;-0,2849;0,4405;0,8566;1,004
3,920000;-0,2800;0,4405;0,8495;0,997
3,921000;-0,2780;0,4400;0,8426;0,990
3,926000;-0,2766;0,4407;0,8392;0,987
3,927000;-0,2739;0,4393;0,8316;0,980
3,927000;-0,2712;0,4395;0,8258;0,974
3,930000;-0,2695;0,4381;0,8221;0,970
3,932000;-0,2675;0,4359;0,8175;0,964
3,934000;-0,2626;0,4349;0,8155;0,961
3,936000;-0,2617;0,4337;0,8145;0,959
3,938000;-0,2575;0,4346;0,8131;0,957
3,940000;-0,2558;0,4356;0,8141;0,958
3,943000;-0,2546;0,4351;0,8148;0,958
3,944000;-0,2504;0,4327;0,8189;0,959
3,946000;-0,2465;0,4327;0,8233;0,962
3,948000;-0,2460;0,4319;0,8243;0,963
3,950000;-0,2421;0,4317;0,8285;0,965
3,952000;-0,2387;0,4300;0,8319;0,966
3,954000;-0,2372;0,4290;0,8331;0,967
3,956000;-0,2377;0,4268;0,8375;0,970
3,960000;-0,2404;0,4219;0,8434;0,973
3,960000;-0,2404;0,4219;0,8434;0,973
3,962000;-0,2411;0,4202;0,8487;0,977
3,964000;-0,2436;0,4190;0,8529;0,981
3,966000;-0,2460;0,4168;0,8536;0,981
3,968000;-0,2514;0,4156;0,8566;0,985
3,970000;-0,2551;0,4158;0,8593;0,988
3,972000;-0,2565;0,4166;0,8610;0,990
3,975000;-0,2597;0,4163;0,8661;0,995
3,976000;-0,2612;0,4168;0,8712;1,000
3,978000;-0,2619;0,4161;0,8737;1,002
3,981000;-0,2641;0,4156;0,8778;1,006
3,982000;-0,2673;0,4156;0,8805;1,010
3,984000;-0,2673;0,4156;0,8822;1,011
3,986000;-0,2673;0,4170;0,8859;1,015
3,988000;-0,2680;0,4173;0,8883;1,017
3,990000;-0,2702;0,4170;0,8895;1,019
3,993000;-0,2722;0,4148;0,8910;1,020
3,995000;-0,2734;0,4134;0,8944;1,023
3,996000;-0,2741;0,4134;0,8964;1,024
3,998000;-0,2756;0,4131;0,8964;1,025
4,000000;-0,2773;0,4119;0,8959;1,024
4,002000;-0,2775;0,4114;0,8969;1,025
4,004000;-0,2768;0,4104;0,8986;1,026
4,006000;-0,2753;0,4095;0,8988;1,025
4,009000;-0,2753;0,4095;0,8986;1,025
4,010000;-0,2734;0,4100;0,8976;1,024
4,012000;-0,2707;0,4092;0,8969;1,022
4,014000;-0,2697;0,4104;0,8954;1,021
4,016000;-0,2661;0,4126;0,8942;1,020
4,019000;-0,2587;0,4153;0,8891;1,015
4,020000;-0,2587;0,4153;0,8891;1,015
4,022000;-0,2534;0,4158;0,8864;1,011
4,024000;-0,2490;0,4170;0,8834;1,008
4,027000;-0,2470;0,4175;0,8805;1,005
4,028000;-0,2441;0,4185;0,8749;1,000
4,031000;-0,2426;0,4192;0,8698;0,996
4,033000;-0,2409;0,4205;0,8678;0,994
4,034000;-0,2409;0,4205;0,8617;0,989
4,036000;-0,2389;0,4205;0,8588;0,986
4,038000;-0,2392;0,4207;0,8578;0,985
4,041000;-0,2399;0,4212;0,8561;0,984
4,042000;-0,2375;0,4214;0,8551;0,982
4,045000;-0,2387;0,4214;0,8536;0,981
4,046000;-0,2382;0,4227;0,8546;0,983
4,048000;-0,2380;0,4210;0,8541;0,982
4,050000;-0,2385;0,4212;0,8544;0,982
4,052000;-0,2382;0,4222;0,8553;0,983
4,054000;-0,2355;0,4210;0,8580;0,984
4,056000;-0,2345;0,4205;0,8605;0,986
4,059000;-0,2338;0,4188;0,8615;0,986
4,060000;-0,2311;0,4178;0,8656;0,989
4,062000;-0,2287;0,4170;0,8702;0,992
4,064000;-0,2284;0,4139;0,8724;0,992
4,066000;-0,2265;0,4131;0,8778;0,996
4,068000;-0,2240;0,4124;0,8888;1,005
4,070000;-0,2221;0,4117;0,8937;1,009
4,072000;-0,2209;0,4090;0,9018;1,015
4,074000;-0,2201;0,4078;0,9098;1,021
4,076000;-0,2177;0,4070;0,9135;1,023
4,083000;-0,2148;0,4043;0,9211;1,029
4,083000;-0,2130;0,4021;0,9242;1,030
4,084000;-0,2104;0,4004;0,9264;1,031
4,084000;-0,2079;0,4004;0,9299;1,034
4,086000;-0,2030;0,3997;0,9338;1,036
4,088000;-0,2020;0,4004;0,9365;1,038
4,090000;-0,2001;0,4002;0,9426;1,043
4,094000;-0,1991;0,4039;0,9462;1,048
4,094000;-0,1996;0,4039;0,9479;1,050
4,096000;-0,2008;0,4051;0,9482;1,050
4,098000;-0,2482;0,3929;0,8434;0,963
4,100000;-0,3381;0,3977;0,6675;0,847
4,102000;-0,4771;0,4593;0,2639;0,713
4,104000;-0,3579;0,5138;0,1898;0,654
4,107000;-0,2763;0,5248;0,2309;0,636
4,110000;-0,1989;0,5233;0,3643;0,668
4,111000;-0,2304;0,5128;0,4666;0,731
4,117000;-0,2631;0,5096;0,4903;0,755
4,118000;-0,3244;0,5033;0,5072;0,785
4,119000;-0,3555;0,4947;0,5011;0,789
4,120000;-0,3582;0,4840;0,4979;0,781
4,121000;-0,3540;0,4627;0,5236;0,783
4,123000;-0,3486;0,4532;0,5736;0,810
4,125000;-0,3411;0,4498;0,5998;0,824
4,128000;-0,3181;0,4439;0,6518;0,850
4,130000;-0,2956;0,4378;0,6960;0,874
4,130000;-0,2844;0,4349;0,7163;0,885
4,132000;-0,2665;0,4293;0,7649;0,917
4,134000;-0,2553;0,4214;0,8133;0,951
4,137000;-0,2497;0,4173;0,8387;0,970
4,140000;-0,2431;0,4041;0,9157;1,030
4,141000;-0,2455;0,3999;0,9372;1,048
4,145000;-0,2519;0,3953;0,9572;1,066
4,145000;-0,2783;0,3841;0,9907;1,098
4,146000;-0,3159;0,3743;1,0132;1,125
4,148000;-0,3374;0,3682;1,0232;1,139
4,151000;-0,3777;0,3550;1,0405;1,162
4,151000;-0,4122;0,3435;1,0501;1,179
4,154000;-0,4232;0,3381;1,0532;1,184
4,155000;-0,4381;0,3320;1,0584;1,193
4,159000;-0,4405;0,3288;1,0630;1,197
4,160000;-0,4381;0,3301;1,0674;1,200
4,162000;-0,4297;0,3369;1,0811;1,211
4,163000;-0,4190;0,3437;1,1114;1,236
4,166000;-0,4131;0,3464;1,1348;1,256
4,167000;-0,3975;0,3508;1,1703;1,285
4,169000;-0,3780;0,3533;1,1910;1,299
4,172000;-0,3667;0,3569;1,1966;1,301
4,174000;-0,3386;0,3775;1,1888;1,292
4,176000;-0,2990;0,4112;1,1505;1,258
